Date and Time (UTC),Receiver,Description,Data,Units
2021-07-10 20:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 20:00:00,VR2AR-549340,Tilt angle,6,°
2021-07-10 20:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-10 20:00:00,VR2AR-549340,Temperature,16.4,°C
2021-07-10 20:00:00,VR2AR-549340,Average noise,203.7,mV
2021-07-10 21:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 21:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 21:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 21:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-10 21:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-10 21:00:00,VR2AR-549340,Temperature,16.5,°C
2021-07-10 21:00:00,VR2AR-549340,Average noise,258.6,mV
2021-07-10 22:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 22:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 22:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 22:00:00,VR2AR-549340,Tilt angle,2,°
2021-07-10 22:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-10 22:00:00,VR2AR-549340,Temperature,16.3,°C
2021-07-10 22:00:00,VR2AR-549340,Average noise,182.6,mV
2021-07-10 23:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 23:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 23:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 23:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-10 23:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-10 23:00:00,VR2AR-549340,Temperature,15.4,°C
2021-07-10 23:00:00,VR2AR-549340,Average noise,191.4,mV
2021-07-11 00:00:00,VR2AR-549340,Memory Capacity,0.0,%
2021-07-11 00:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 00:00:00,VR2AR-549340,Pings on 69 kHz,0,
2021-07-11 00:00:00,VR2AR-549340,Syncs on 69 kHz,0,
2021-07-11 00:00:00,VR2AR-549340,Rejects on 69 kHz,0,
2021-07-11 00:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 00:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 00:00:00,VR2AR-549340,Motor battery voltage,3.8,V
2021-07-11 00:00:00,VR2AR-549340,Tilt angle,1,°
2021-07-11 00:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-11 00:00:00,VR2AR-549340,Temperature,15.1,°C
2021-07-11 00:00:00,VR2AR-549340,Average noise,168.6,mV
2021-07-11 01:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 01:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 01:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 01:00:00,VR2AR-549340,Tilt angle,1,°
2021-07-11 01:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-11 01:00:00,VR2AR-549340,Temperature,14.9,°C
2021-07-11 01:00:00,VR2AR-549340,Average noise,177.7,mV
2021-07-11 02:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 02:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 02:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 02:00:00,VR2AR-549340,Tilt angle,1,°
2021-07-11 02:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-11 02:00:00,VR2AR-549340,Temperature,14.8,°C
2021-07-11 02:00:00,VR2AR-549340,Average noise,165.9,mV
2021-07-11 03:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 03:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 03:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 03:00:00,VR2AR-549340,Tilt angle,2,°
2021-07-11 03:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-11 03:00:00,VR2AR-549340,Temperature,15.1,°C
2021-07-11 03:00:00,VR2AR-549340,Average noise,172.0,mV
2021-07-11 04:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 04:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 04:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 04:00:00,VR2AR-549340,Tilt angle,2,°
2021-07-11 04:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-11 04:00:00,VR2AR-549340,Temperature,15.0,°C
2021-07-11 04:00:00,VR2AR-549340,Average noise,170.5,mV
2021-07-11 05:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 05:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 05:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 05:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-11 05:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-11 05:00:00,VR2AR-549340,Temperature,14.8,°C
2021-07-11 05:00:00,VR2AR-549340,Average noise,167.6,mV
2021-07-11 06:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 06:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 06:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 06:00:00,VR2AR-549340,Tilt angle,8,°
2021-07-11 06:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-11 06:00:00,VR2AR-549340,Temperature,15.3,°C
2021-07-11 06:00:00,VR2AR-549340,Average noise,175.0,mV
2021-07-11 07:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 07:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 07:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 07:00:00,VR2AR-549340,Tilt angle,9,°
2021-07-11 07:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-11 07:00:00,VR2AR-549340,Temperature,16.4,°C
2021-07-11 07:00:00,VR2AR-549340,Average noise,170.3,mV
2021-07-11 08:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 08:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 08:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 08:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-11 08:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-11 08:00:00,VR2AR-549340,Temperature,17.0,°C
2021-07-11 08:00:00,VR2AR-549340,Average noise,171.6,mV
2021-07-11 09:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 09:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 09:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 09:00:00,VR2AR-549340,Tilt angle,2,°
2021-07-11 09:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-11 09:00:00,VR2AR-549340,Temperature,16.5,°C
2021-07-11 09:00:00,VR2AR-549340,Average noise,178.2,mV
2021-07-11 10:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 10:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 10:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 10:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-11 10:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-11 10:00:00,VR2AR-549340,Temperature,16.0,°C
2021-07-11 10:00:00,VR2AR-549340,Average noise,172.9,mV
2021-07-11 11:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 11:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 11:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 11:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-11 11:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-11 11:00:00,VR2AR-549340,Temperature,16.0,°C
2021-07-11 11:00:00,VR2AR-549340,Average noise,174.2,mV
2021-07-11 12:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 12:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 12:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 12:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-11 12:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-11 12:00:00,VR2AR-549340,Temperature,15.8,°C
2021-07-11 12:00:00,VR2AR-549340,Average noise,199.2,mV
2021-07-11 13:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 13:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 13:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 13:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-11 13:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-11 13:00:00,VR2AR-549340,Temperature,15.5,°C
2021-07-11 13:00:00,VR2AR-549340,Average noise,166.6,mV
2021-07-11 14:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 14:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 14:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 14:00:00,VR2AR-549340,Tilt angle,2,°
2021-07-11 14:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-11 14:00:00,VR2AR-549340,Temperature,15.1,°C
2021-07-11 14:00:00,VR2AR-549340,Average noise,261.0,mV
2021-07-11 15:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 15:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 15:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 15:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-11 15:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-11 15:00:00,VR2AR-549340,Temperature,14.9,°C
2021-07-11 15:00:00,VR2AR-549340,Average noise,235.3,mV
2021-07-11 16:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 16:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 16:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 16:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-11 16:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-11 16:00:00,VR2AR-549340,Temperature,14.9,°C
2021-07-11 16:00:00,VR2AR-549340,Average noise,182.6,mV
2021-07-11 17:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 17:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 17:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 17:00:00,VR2AR-549340,Tilt angle,2,°
2021-07-11 17:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-11 17:00:00,VR2AR-549340,Temperature,14.9,°C
2021-07-11 17:00:00,VR2AR-549340,Average noise,190.4,mV
2021-07-11 18:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 18:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 18:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 18:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-11 18:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-11 18:00:00,VR2AR-549340,Temperature,15.2,°C
2021-07-11 18:00:00,VR2AR-549340,Average noise,203.5,mV
2021-07-11 19:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 19:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 19:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 19:00:00,VR2AR-549340,Tilt angle,6,°
2021-07-11 19:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-11 19:00:00,VR2AR-549340,Temperature,15.7,°C
2021-07-11 19:00:00,VR2AR-549340,Average noise,188.3,mV
2021-07-11 20:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 20:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 20:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 20:00:00,VR2AR-549340,Tilt angle,6,°
2021-07-11 20:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-11 20:00:00,VR2AR-549340,Temperature,16.2,°C
2021-07-11 20:00:00,VR2AR-549340,Average noise,221.6,mV
2021-07-11 21:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 21:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 21:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 21:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-11 21:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-11 21:00:00,VR2AR-549340,Temperature,16.2,°C
2021-07-11 21:00:00,VR2AR-549340,Average noise,184.3,mV
2021-07-11 22:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 22:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 22:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 22:00:00,VR2AR-549340,Tilt angle,1,°
2021-07-11 22:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-11 22:00:00,VR2AR-549340,Temperature,16.0,°C
2021-07-11 22:00:00,VR2AR-549340,Average noise,187.7,mV
2021-07-11 23:00:00,VR2AR-549340,Battery,3.5,V
2021-07-11 23:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-11 23:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-11 23:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-11 23:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-11 23:00:00,VR2AR-549340,Temperature,15.7,°C
2021-07-11 23:00:00,VR2AR-549340,Average noise,173.3,mV
2021-07-12 00:00:00,VR2AR-549340,Memory Capacity,0.0,%
2021-07-12 00:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 00:00:00,VR2AR-549340,Pings on 69 kHz,0,
2021-07-12 00:00:00,VR2AR-549340,Syncs on 69 kHz,0,
2021-07-12 00:00:00,VR2AR-549340,Rejects on 69 kHz,0,
2021-07-12 00:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 00:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 00:00:00,VR2AR-549340,Motor battery voltage,3.8,V
2021-07-12 00:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-12 00:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-12 00:00:00,VR2AR-549340,Temperature,15.1,°C
2021-07-12 00:00:00,VR2AR-549340,Average noise,184.2,mV
2021-07-12 01:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 01:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 01:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 01:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-12 01:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-12 01:00:00,VR2AR-549340,Temperature,14.9,°C
2021-07-12 01:00:00,VR2AR-549340,Average noise,186.4,mV
2021-07-12 02:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 02:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 02:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 02:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-12 02:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-12 02:00:00,VR2AR-549340,Temperature,14.9,°C
2021-07-12 02:00:00,VR2AR-549340,Average noise,181.7,mV
2021-07-12 03:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 03:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 03:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 03:00:00,VR2AR-549340,Tilt angle,2,°
2021-07-12 03:00:00,VR2AR-549340,Seawater depth,9,m
2021-07-12 03:00:00,VR2AR-549340,Temperature,14.8,°C
2021-07-12 03:00:00,VR2AR-549340,Average noise,178.8,mV
2021-07-12 04:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 04:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 04:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 04:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-12 04:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-12 04:00:00,VR2AR-549340,Temperature,14.8,°C
2021-07-12 04:00:00,VR2AR-549340,Average noise,177.1,mV
2021-07-12 05:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 05:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 05:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 05:00:00,VR2AR-549340,Tilt angle,6,°
2021-07-12 05:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-12 05:00:00,VR2AR-549340,Temperature,14.8,°C
2021-07-12 05:00:00,VR2AR-549340,Average noise,167.0,mV
2021-07-12 06:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 06:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 06:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 06:00:00,VR2AR-549340,Tilt angle,8,°
2021-07-12 06:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-12 06:00:00,VR2AR-549340,Temperature,14.9,°C
2021-07-12 06:00:00,VR2AR-549340,Average noise,171.5,mV
2021-07-12 07:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 07:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 07:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 07:00:00,VR2AR-549340,Tilt angle,9,°
2021-07-12 07:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-12 07:00:00,VR2AR-549340,Temperature,15.4,°C
2021-07-12 07:00:00,VR2AR-549340,Average noise,177.4,mV
2021-07-12 08:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 08:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 08:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 08:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-12 08:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-12 08:00:00,VR2AR-549340,Temperature,16.5,°C
2021-07-12 08:00:00,VR2AR-549340,Average noise,174.3,mV
2021-07-12 09:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 09:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 09:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 09:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-12 09:00:00,VR2AR-549340,Seawater depth,5,m
2021-07-12 09:00:00,VR2AR-549340,Temperature,16.9,°C
2021-07-12 09:00:00,VR2AR-549340,Average noise,175.6,mV
2021-07-12 10:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 10:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 10:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 10:00:00,VR2AR-549340,Tilt angle,2,°
2021-07-12 10:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-12 10:00:00,VR2AR-549340,Temperature,16.1,°C
2021-07-12 10:00:00,VR2AR-549340,Average noise,180.3,mV
2021-07-12 11:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 11:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 11:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 11:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-12 11:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-12 11:00:00,VR2AR-549340,Temperature,15.9,°C
2021-07-12 11:00:00,VR2AR-549340,Average noise,189.7,mV
2021-07-12 12:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 12:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 12:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 12:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-12 12:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-12 12:00:00,VR2AR-549340,Temperature,15.8,°C
2021-07-12 12:00:00,VR2AR-549340,Average noise,182.0,mV
2021-07-12 13:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 13:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 13:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 13:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-12 13:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-12 13:00:00,VR2AR-549340,Temperature,15.6,°C
2021-07-12 13:00:00,VR2AR-549340,Average noise,165.8,mV
2021-07-12 14:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 14:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 14:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 14:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-12 14:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-12 14:00:00,VR2AR-549340,Temperature,15.4,°C
2021-07-12 14:00:00,VR2AR-549340,Average noise,172.1,mV
2021-07-12 15:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 15:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 15:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 15:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-12 15:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-12 15:00:00,VR2AR-549340,Temperature,14.9,°C
2021-07-12 15:00:00,VR2AR-549340,Average noise,170.4,mV
2021-07-12 16:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 16:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 16:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 16:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-12 16:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-12 16:00:00,VR2AR-549340,Temperature,14.8,°C
2021-07-12 16:00:00,VR2AR-549340,Average noise,169.8,mV
2021-07-12 17:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 17:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 17:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 17:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-12 17:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-12 17:00:00,VR2AR-549340,Temperature,14.8,°C
2021-07-12 17:00:00,VR2AR-549340,Average noise,205.8,mV
2021-07-12 18:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 18:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 18:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 18:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-12 18:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-12 18:00:00,VR2AR-549340,Temperature,15.1,°C
2021-07-12 18:00:00,VR2AR-549340,Average noise,178.1,mV
2021-07-12 19:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 19:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 19:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 19:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-12 19:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-12 19:00:00,VR2AR-549340,Temperature,15.3,°C
2021-07-12 19:00:00,VR2AR-549340,Average noise,171.3,mV
2021-07-12 20:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 20:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 20:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 20:00:00,VR2AR-549340,Tilt angle,8,°
2021-07-12 20:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-12 20:00:00,VR2AR-549340,Temperature,16.0,°C
2021-07-12 20:00:00,VR2AR-549340,Average noise,177.4,mV
2021-07-12 21:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 21:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 21:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 21:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-12 21:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-12 21:00:00,VR2AR-549340,Temperature,16.5,°C
2021-07-12 21:00:00,VR2AR-549340,Average noise,188.4,mV
2021-07-12 22:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 22:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 22:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 22:00:00,VR2AR-549340,Tilt angle,6,°
2021-07-12 22:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-12 22:00:00,VR2AR-549340,Temperature,15.7,°C
2021-07-12 22:00:00,VR2AR-549340,Average noise,177.0,mV
2021-07-12 23:00:00,VR2AR-549340,Battery,3.5,V
2021-07-12 23:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-12 23:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-12 23:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-12 23:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-12 23:00:00,VR2AR-549340,Temperature,15.4,°C
2021-07-12 23:00:00,VR2AR-549340,Average noise,176.8,mV
2021-07-13 00:00:00,VR2AR-549340,Memory Capacity,0.0,%
2021-07-13 00:00:00,VR2AR-549340,Battery,3.5,V
2021-07-13 00:00:00,VR2AR-549340,Pings on 69 kHz,0,
2021-07-13 00:00:00,VR2AR-549340,Syncs on 69 kHz,0,
2021-07-13 00:00:00,VR2AR-549340,Rejects on 69 kHz,0,
2021-07-13 00:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-13 00:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-13 00:00:00,VR2AR-549340,Motor battery voltage,3.8,V
2021-07-13 00:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-13 00:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-13 00:00:00,VR2AR-549340,Temperature,15.7,°C
2021-07-13 00:00:00,VR2AR-549340,Average noise,184.1,mV
2021-07-13 01:00:00,VR2AR-549340,Battery,3.5,V
2021-07-13 01:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-13 01:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-13 01:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-13 01:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-13 01:00:00,VR2AR-549340,Temperature,15.4,°C
2021-07-13 01:00:00,VR2AR-549340,Average noise,174.5,mV
2021-07-13 02:00:00,VR2AR-549340,Battery,3.5,V
2021-07-13 02:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-13 02:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-13 02:00:00,VR2AR-549340,Tilt angle,1,°
2021-07-13 02:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-13 02:00:00,VR2AR-549340,Temperature,15.1,°C
