Date and Time (UTC),Receiver,Description,Data,Units
2021-11-16 02:00:00,VR2AR-549340,Temperature,11.5,°C
2021-11-16 02:00:00,VR2AR-549340,Average noise,236.7,mV
2021-11-16 03:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 03:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 03:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 03:00:00,VR2AR-549340,Tilt angle,19,°
2021-11-16 03:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-16 03:00:00,VR2AR-549340,Temperature,11.4,°C
2021-11-16 03:00:00,VR2AR-549340,Average noise,242.4,mV
2021-11-16 04:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 04:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 04:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 04:00:00,VR2AR-549340,Tilt angle,15,°
2021-11-16 04:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-16 04:00:00,VR2AR-549340,Temperature,11.3,°C
2021-11-16 04:00:00,VR2AR-549340,Average noise,229.8,mV
2021-11-16 05:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 05:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 05:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 05:00:00,VR2AR-549340,Tilt angle,16,°
2021-11-16 05:00:00,VR2AR-549340,Seawater depth,5,m
2021-11-16 05:00:00,VR2AR-549340,Temperature,11.2,°C
2021-11-16 05:00:00,VR2AR-549340,Average noise,231.6,mV
2021-11-16 06:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 06:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 06:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 06:00:00,VR2AR-549340,Tilt angle,7,°
2021-11-16 06:00:00,VR2AR-549340,Seawater depth,5,m
2021-11-16 06:00:00,VR2AR-549340,Temperature,11.2,°C
2021-11-16 06:00:00,VR2AR-549340,Average noise,234.1,mV
2021-11-16 07:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 07:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 07:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 07:00:00,VR2AR-549340,Tilt angle,4,°
2021-11-16 07:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-16 07:00:00,VR2AR-549340,Temperature,11.5,°C
2021-11-16 07:00:00,VR2AR-549340,Average noise,232.7,mV
2021-11-16 08:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 08:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 08:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 08:00:00,VR2AR-549340,Tilt angle,4,°
2021-11-16 08:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-16 08:00:00,VR2AR-549340,Temperature,11.4,°C
2021-11-16 08:00:00,VR2AR-549340,Average noise,229.6,mV
2021-11-16 09:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 09:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 09:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 09:00:00,VR2AR-549340,Tilt angle,10,°
2021-11-16 09:00:00,VR2AR-549340,Seawater depth,7,m
2021-11-16 09:00:00,VR2AR-549340,Temperature,11.4,°C
2021-11-16 09:00:00,VR2AR-549340,Average noise,233.2,mV
2021-11-16 10:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 10:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 10:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 10:00:00,VR2AR-549340,Tilt angle,8,°
2021-11-16 10:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-16 10:00:00,VR2AR-549340,Temperature,11.3,°C
2021-11-16 10:00:00,VR2AR-549340,Average noise,227.8,mV
2021-11-16 11:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 11:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 11:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 11:00:00,VR2AR-549340,Tilt angle,4,°
2021-11-16 11:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-16 11:00:00,VR2AR-549340,Temperature,11.4,°C
2021-11-16 11:00:00,VR2AR-549340,Average noise,243.3,mV
2021-11-16 12:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 12:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 12:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 12:00:00,VR2AR-549340,Tilt angle,3,°
2021-11-16 12:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-16 12:00:00,VR2AR-549340,Temperature,11.4,°C
2021-11-16 12:00:00,VR2AR-549340,Average noise,236.8,mV
2021-11-16 13:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 13:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 13:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 13:00:00,VR2AR-549340,Tilt angle,5,°
2021-11-16 13:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-16 13:00:00,VR2AR-549340,Temperature,11.4,°C
2021-11-16 13:00:00,VR2AR-549340,Average noise,246.9,mV
2021-11-16 14:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 14:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 14:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 14:00:00,VR2AR-549340,Tilt angle,7,°
2021-11-16 14:00:00,VR2AR-549340,Seawater depth,7,m
2021-11-16 14:00:00,VR2AR-549340,Temperature,11.3,°C
2021-11-16 14:00:00,VR2AR-549340,Average noise,248.1,mV
2021-11-16 15:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 15:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 15:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 15:00:00,VR2AR-549340,Tilt angle,18,°
2021-11-16 15:00:00,VR2AR-549340,Seawater depth,7,m
2021-11-16 15:00:00,VR2AR-549340,Temperature,11.1,°C
2021-11-16 15:00:00,VR2AR-549340,Average noise,247.8,mV
2021-11-16 16:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 16:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 16:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 16:00:00,VR2AR-549340,Tilt angle,13,°
2021-11-16 16:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-16 16:00:00,VR2AR-549340,Temperature,10.9,°C
2021-11-16 16:00:00,VR2AR-549340,Average noise,238.7,mV
2021-11-16 17:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 17:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 17:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 17:00:00,VR2AR-549340,Tilt angle,14,°
2021-11-16 17:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-16 17:00:00,VR2AR-549340,Temperature,10.8,°C
2021-11-16 17:00:00,VR2AR-549340,Average noise,239.9,mV
2021-11-16 18:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 18:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 18:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 18:00:00,VR2AR-549340,Tilt angle,6,°
2021-11-16 18:00:00,VR2AR-549340,Seawater depth,5,m
2021-11-16 18:00:00,VR2AR-549340,Temperature,10.8,°C
2021-11-16 18:00:00,VR2AR-549340,Average noise,235.7,mV
2021-11-16 19:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 19:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 19:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 19:00:00,VR2AR-549340,Tilt angle,3,°
2021-11-16 19:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-16 19:00:00,VR2AR-549340,Temperature,11.1,°C
2021-11-16 19:00:00,VR2AR-549340,Average noise,238.9,mV
2021-11-16 20:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 20:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 20:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 20:00:00,VR2AR-549340,Tilt angle,6,°
2021-11-16 20:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-16 20:00:00,VR2AR-549340,Temperature,11.2,°C
2021-11-16 20:00:00,VR2AR-549340,Average noise,237.7,mV
2021-11-16 21:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 21:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 21:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 21:00:00,VR2AR-549340,Tilt angle,9,°
2021-11-16 21:00:00,VR2AR-549340,Seawater depth,7,m
2021-11-16 21:00:00,VR2AR-549340,Temperature,11.4,°C
2021-11-16 21:00:00,VR2AR-549340,Average noise,229.1,mV
2021-11-16 22:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 22:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 22:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 22:00:00,VR2AR-549340,Tilt angle,7,°
2021-11-16 22:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-16 22:00:00,VR2AR-549340,Temperature,11.6,°C
2021-11-16 22:00:00,VR2AR-549340,Average noise,235.5,mV
2021-11-16 23:00:00,VR2AR-549340,Battery,3.5,V
2021-11-16 23:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-16 23:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-16 23:00:00,VR2AR-549340,Tilt angle,9,°
2021-11-16 23:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-16 23:00:00,VR2AR-549340,Temperature,11.7,°C
2021-11-16 23:00:00,VR2AR-549340,Average noise,236.4,mV
2021-11-17 00:00:00,VR2AR-549340,Memory Capacity,0.4,%
2021-11-17 00:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 00:00:00,VR2AR-549340,Pings on 69 kHz,0,
2021-11-17 00:00:00,VR2AR-549340,Syncs on 69 kHz,0,
2021-11-17 00:00:00,VR2AR-549340,Rejects on 69 kHz,0,
2021-11-17 00:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 00:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 00:00:00,VR2AR-549340,Motor battery voltage,3.8,V
2021-11-17 00:00:00,VR2AR-549340,Tilt angle,3,°
2021-11-17 00:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-17 00:00:00,VR2AR-549340,Temperature,11.7,°C
2021-11-17 00:00:00,VR2AR-549340,Average noise,240.8,mV
2021-11-17 01:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 01:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 01:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 01:00:00,VR2AR-549340,Tilt angle,5,°
2021-11-17 01:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-17 01:00:00,VR2AR-549340,Temperature,11.7,°C
2021-11-17 01:00:00,VR2AR-549340,Average noise,237.5,mV
2021-11-17 02:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 02:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 02:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 02:00:00,VR2AR-549340,Tilt angle,8,°
2021-11-17 02:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-17 02:00:00,VR2AR-549340,Temperature,11.8,°C
2021-11-17 02:00:00,VR2AR-549340,Average noise,236.8,mV
2021-11-17 03:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 03:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 03:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 03:00:00,VR2AR-549340,Tilt angle,12,°
2021-11-17 03:00:00,VR2AR-549340,Seawater depth,7,m
2021-11-17 03:00:00,VR2AR-549340,Temperature,11.5,°C
2021-11-17 03:00:00,VR2AR-549340,Average noise,254.0,mV
2021-11-17 04:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 04:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 04:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 04:00:00,VR2AR-549340,Tilt angle,13,°
2021-11-17 04:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-17 04:00:00,VR2AR-549340,Temperature,11.2,°C
2021-11-17 04:00:00,VR2AR-549340,Average noise,237.7,mV
2021-11-17 05:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 05:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 05:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 05:00:00,VR2AR-549340,Tilt angle,14,°
2021-11-17 05:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-17 05:00:00,VR2AR-549340,Temperature,10.8,°C
2021-11-17 05:00:00,VR2AR-549340,Average noise,231.8,mV
2021-11-17 06:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 06:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 06:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 06:00:00,VR2AR-549340,Tilt angle,7,°
2021-11-17 06:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-17 06:00:00,VR2AR-549340,Temperature,10.9,°C
2021-11-17 06:00:00,VR2AR-549340,Average noise,229.1,mV
2021-11-17 07:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 07:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 07:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 07:00:00,VR2AR-549340,Tilt angle,4,°
2021-11-17 07:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-17 07:00:00,VR2AR-549340,Temperature,11.1,°C
2021-11-17 07:00:00,VR2AR-549340,Average noise,224.5,mV
2021-11-17 08:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 08:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 08:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 08:00:00,VR2AR-549340,Tilt angle,6,°
2021-11-17 08:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-17 08:00:00,VR2AR-549340,Temperature,11.0,°C
2021-11-17 08:00:00,VR2AR-549340,Average noise,241.0,mV
2021-11-17 09:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 09:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 09:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 09:00:00,VR2AR-549340,Tilt angle,6,°
2021-11-17 09:00:00,VR2AR-549340,Seawater depth,7,m
2021-11-17 09:00:00,VR2AR-549340,Temperature,10.9,°C
2021-11-17 09:00:00,VR2AR-549340,Average noise,232.4,mV
2021-11-17 10:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 10:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 10:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 10:00:00,VR2AR-549340,Tilt angle,6,°
2021-11-17 10:00:00,VR2AR-549340,Seawater depth,7,m
2021-11-17 10:00:00,VR2AR-549340,Temperature,11.1,°C
2021-11-17 10:00:00,VR2AR-549340,Average noise,242.3,mV
2021-11-17 11:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 11:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 11:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 11:00:00,VR2AR-549340,Tilt angle,2,°
2021-11-17 11:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-17 11:00:00,VR2AR-549340,Temperature,11.1,°C
2021-11-17 11:00:00,VR2AR-549340,Average noise,254.9,mV
2021-11-17 12:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 12:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 12:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 12:00:00,VR2AR-549340,Tilt angle,4,°
2021-11-17 12:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-17 12:00:00,VR2AR-549340,Temperature,11.1,°C
2021-11-17 12:00:00,VR2AR-549340,Average noise,247.5,mV
2021-11-17 13:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 13:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 13:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 13:00:00,VR2AR-549340,Tilt angle,3,°
2021-11-17 13:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-17 13:00:00,VR2AR-549340,Temperature,11.1,°C
2021-11-17 13:00:00,VR2AR-549340,Average noise,267.3,mV
2021-11-17 14:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 14:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 14:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 14:00:00,VR2AR-549340,Tilt angle,4,°
2021-11-17 14:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-17 14:00:00,VR2AR-549340,Temperature,11.1,°C
2021-11-17 14:00:00,VR2AR-549340,Average noise,226.2,mV
2021-11-17 15:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 15:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 15:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 15:00:00,VR2AR-549340,Tilt angle,8,°
2021-11-17 15:00:00,VR2AR-549340,Seawater depth,7,m
2021-11-17 15:00:00,VR2AR-549340,Temperature,11.1,°C
2021-11-17 15:00:00,VR2AR-549340,Average noise,234.5,mV
2021-11-17 16:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 16:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 16:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 16:00:00,VR2AR-549340,Tilt angle,15,°
2021-11-17 16:00:00,VR2AR-549340,Seawater depth,7,m
2021-11-17 16:00:00,VR2AR-549340,Temperature,10.8,°C
2021-11-17 16:00:00,VR2AR-549340,Average noise,237.9,mV
2021-11-17 17:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 17:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 17:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 17:00:00,VR2AR-549340,Tilt angle,14,°
2021-11-17 17:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-17 17:00:00,VR2AR-549340,Temperature,10.5,°C
2021-11-17 17:00:00,VR2AR-549340,Average noise,223.0,mV
2021-11-17 18:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 18:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 18:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 18:00:00,VR2AR-549340,Tilt angle,12,°
2021-11-17 18:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-17 18:00:00,VR2AR-549340,Temperature,10.3,°C
2021-11-17 18:00:00,VR2AR-549340,Average noise,219.6,mV
2021-11-17 19:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 19:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 19:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 19:00:00,VR2AR-549340,Tilt angle,4,°
2021-11-17 19:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-17 19:00:00,VR2AR-549340,Temperature,10.7,°C
2021-11-17 19:00:00,VR2AR-549340,Average noise,188.4,mV
2021-11-17 20:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 20:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 20:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 20:00:00,VR2AR-549340,Tilt angle,6,°
2021-11-17 20:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-17 20:00:00,VR2AR-549340,Temperature,10.8,°C
2021-11-17 20:00:00,VR2AR-549340,Average noise,188.9,mV
2021-11-17 21:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 21:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 21:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 21:00:00,VR2AR-549340,Tilt angle,5,°
2021-11-17 21:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-17 21:00:00,VR2AR-549340,Temperature,10.7,°C
2021-11-17 21:00:00,VR2AR-549340,Average noise,186.3,mV
2021-11-17 22:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 22:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 22:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 22:00:00,VR2AR-549340,Tilt angle,11,°
2021-11-17 22:00:00,VR2AR-549340,Seawater depth,7,m
2021-11-17 22:00:00,VR2AR-549340,Temperature,10.9,°C
2021-11-17 22:00:00,VR2AR-549340,Average noise,158.9,mV
2021-11-17 23:00:00,VR2AR-549340,Battery,3.5,V
2021-11-17 23:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-17 23:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-17 23:00:00,VR2AR-549340,Tilt angle,6,°
2021-11-17 23:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-17 23:00:00,VR2AR-549340,Temperature,10.9,°C
2021-11-17 23:00:00,VR2AR-549340,Average noise,164.9,mV
2021-11-18 00:00:00,VR2AR-549340,Memory Capacity,0.4,%
2021-11-18 00:00:00,VR2AR-549340,Battery,3.5,V
2021-11-18 00:00:00,VR2AR-549340,Pings on 69 kHz,0,
2021-11-18 00:00:00,VR2AR-549340,Syncs on 69 kHz,0,
2021-11-18 00:00:00,VR2AR-549340,Rejects on 69 kHz,0,
2021-11-18 00:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-18 00:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-18 00:00:00,VR2AR-549340,Motor battery voltage,3.8,V
2021-11-18 00:00:00,VR2AR-549340,Tilt angle,6,°
2021-11-18 00:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-18 00:00:00,VR2AR-549340,Temperature,11.0,°C
2021-11-18 00:00:00,VR2AR-549340,Average noise,164.2,mV
2021-11-18 01:00:00,VR2AR-549340,Battery,3.5,V
2021-11-18 01:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-18 01:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-18 01:00:00,VR2AR-549340,Tilt angle,4,°
2021-11-18 01:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-18 01:00:00,VR2AR-549340,Temperature,11.0,°C
2021-11-18 01:00:00,VR2AR-549340,Average noise,162.6,mV
2021-11-18 02:00:00,VR2AR-549340,Battery,3.5,V
2021-11-18 02:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-18 02:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-18 02:00:00,VR2AR-549340,Tilt angle,4,°
2021-11-18 02:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-18 02:00:00,VR2AR-549340,Temperature,11.0,°C
2021-11-18 02:00:00,VR2AR-549340,Average noise,162.7,mV
2021-11-18 03:00:00,VR2AR-549340,Battery,3.5,V
2021-11-18 03:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-18 03:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-18 03:00:00,VR2AR-549340,Tilt angle,5,°
2021-11-18 03:00:00,VR2AR-549340,Seawater depth,8,m
2021-11-18 03:00:00,VR2AR-549340,Temperature,11.0,°C
2021-11-18 03:00:00,VR2AR-549340,Average noise,168.3,mV
2021-11-18 04:00:00,VR2AR-549340,Battery,3.5,V
2021-11-18 04:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-18 04:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-18 04:00:00,VR2AR-549340,Tilt angle,9,°
2021-11-18 04:00:00,VR2AR-549340,Seawater depth,7,m
2021-11-18 04:00:00,VR2AR-549340,Temperature,10.9,°C
2021-11-18 04:00:00,VR2AR-549340,Average noise,171.0,mV
2021-11-18 05:00:00,VR2AR-549340,Battery,3.5,V
2021-11-18 05:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-18 05:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-18 05:00:00,VR2AR-549340,Tilt angle,12,°
2021-11-18 05:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-18 05:00:00,VR2AR-549340,Temperature,10.8,°C
2021-11-18 05:00:00,VR2AR-549340,Average noise,186.6,mV
2021-11-18 06:00:00,VR2AR-549340,Battery,3.5,V
2021-11-18 06:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-18 06:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-18 06:00:00,VR2AR-549340,Tilt angle,12,°
2021-11-18 06:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-18 06:00:00,VR2AR-549340,Temperature,10.6,°C
2021-11-18 06:00:00,VR2AR-549340,Average noise,202.2,mV
2021-11-18 07:00:00,VR2AR-549340,Battery,3.5,V
2021-11-18 07:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-18 07:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-18 07:00:00,VR2AR-549340,Tilt angle,7,°
2021-11-18 07:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-18 07:00:00,VR2AR-549340,Temperature,10.7,°C
2021-11-18 07:00:00,VR2AR-549340,Average noise,199.7,mV
2021-11-18 08:00:00,VR2AR-549340,Battery,3.5,V
2021-11-18 08:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-18 08:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-18 08:00:00,VR2AR-549340,Tilt angle,5,°
2021-11-18 08:00:00,VR2AR-549340,Seawater depth,6,m
2021-11-18 08:00:00,VR2AR-549340,Temperature,10.8,°C
2021-11-18 08:00:00,VR2AR-549340,Average noise,197.6,mV
2021-11-18 09:00:00,VR2AR-549340,Battery,3.5,V
2021-11-18 09:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-11-18 09:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-11-18 09:00:00,VR2AR-549340,Tilt angle,3,°
2021-11-18 09:00:00,VR2AR-549340,Seawater depth,7,m
2021-11-18 09:00:00,VR2AR-549340,Temperature,10.7,°C
2021-11-18 09:00:00,VR2AR-549340,Average noise,213.8,mV
